query_name,index_type,index_description,index_statement,execution_time,cpu_start,cpu_end,cpu_change,memory_start,memory_end,memory_change,result_count,select,insert,update,delete,create,drop,alter,join,where,group by,order by,having,limit,between,like,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi_table_query,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.007575274,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
multi_table_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002431154,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
multi_table_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002241135,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
multi_table_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002105236,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
multi_table_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.005766153,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
numeric_id_query,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.001645088,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
numeric_id_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.003037453,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
numeric_id_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002194405,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
numeric_id_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.001302481,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
numeric_id_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.00206542,0,0,0,110.5703125,110.5703125,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
phone_area_code,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.005829573,0,0,0,110.5703125,110.5703125,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
phone_area_code_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.007287025,0,0,0,110.5703125,110.5703125,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
phone_area_code_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002464533,0,0,0,110.5703125,110.5703125,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
phone_area_code_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002819538,0,0,0,110.5703125,110.5703125,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
phone_area_code_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.003052235,0,0,0,110.5703125,110.5703125,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
product_model_search,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.004794836,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
product_model_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004641533,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
product_model_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.002393484,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
product_model_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002547979,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
product_model_search_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002362728,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
product_name_suffix,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.00197506,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
product_name_suffix_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.001932144,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
product_name_suffix_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.001687765,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
product_name_suffix_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.001856327,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
product_name_suffix_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.001751184,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
range_id_query,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.004436016,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,
range_id_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002184391,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,
range_id_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.008536577,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,
range_id_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.002188921,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,
range_id_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002144575,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,
timestamp_query,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.024227142333984375,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
timestamp_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.002092123,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
timestamp_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.034700394,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
timestamp_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.030841112,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
timestamp_query_gist,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.00197053,0,0,0,110.5703125,110.5703125,0,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
address_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.003278494,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.010876417,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.009112835,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.010380983352661133,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
address_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.009059906,0,0,0,110.5703125,110.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
complex_range_query,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.13114714622497559,0,0,0,110.5703125,110.5703125,0,2436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
complex_range_query_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.15020966529846191,0,0,0,110.5703125,110.5703125,0,2436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
complex_range_query_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.13222575187683105,0,0,0,110.5703125,110.5703125,0,2436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
complex_range_query_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.13188624382019043,0,0,0,110.5703125,110.5703125,0,2436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
complex_range_query_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.13286280632019043,0,0,0,110.5703125,110.5703125,0,2436,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
customer_location_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002377033,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
customer_location_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.012981414794921875,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
customer_location_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.010135412216186523,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
customer_location_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.009696245,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
customer_location_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.011883974075317383,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,
full_text_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.050985336,0,0,0,109.5703125,109.5703125,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
full_text_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.039799213,0,0,0,109.5703125,109.5703125,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
full_text_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.042078733,0,0,0,109.5703125,109.5703125,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
full_text_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.04180336,0,0,0,109.5703125,109.5703125,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
full_text_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.039604902267456055,0,0,0,109.5703125,109.5703125,0,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
fuzzy_product_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.002376556,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
fuzzy_product_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.005586624,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
fuzzy_product_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.006169319,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
fuzzy_product_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.011161804,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
fuzzy_product_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.004914522,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
product_description_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.008449554,0,0,0,109.5703125,109.5703125,0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,,
product_description_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.008871078,0,0,0,109.5703125,109.5703125,0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,,
product_description_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.008428097,0,0,0,109.5703125,109.5703125,0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,,
product_description_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.0090487,0,0,0,109.5703125,109.5703125,0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,,
product_description_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.008645296,0,0,0,109.5703125,109.5703125,0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,,
product_search,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.005356312,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
product_search_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.005852222,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
product_search_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.0061903,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
product_search_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.005896807,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
product_search_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.005518675,0,0,0,109.5703125,109.5703125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,
similar_category_products,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.13800883293151855,0,0,0,109.5703125,109.5703125,0,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
similar_category_products_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.13946247100830078,0,0,0,109.5703125,109.5351563,-0.03515625,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
similar_category_products_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.1428382396697998,0,0,0,109.5351563,109.5351563,0,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
similar_category_products_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.14125967025756836,0,0,0,109.5351563,109.5351563,0,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
